id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
2315,"British Virgin Islands","Road Town","Latin America","British Virgin Islands Internet Exchange Point",http://www.bvix.vg/,Active,20221003,555,18.41667,-64.61667,8,1264,60,16,50.000000,Yes,2026-08-25,1,632,1,107,694,125,http://206.81.110.224/customer/details,No,EIS,143
2316,Fiji,Suva,Asia-Pacific,"Fiji Internet Exchange Point",https://taf.org.fj/,Active,20171100,,-18.13000,178.42999,7,0,0,0,0.000000,No,0000-00-00,1,649,1,162,726,130,https://taf.org.fj/fiji-internet-exchange-point-ixp/,No,,190
2317,Malaysia,"Johor Bahru",Asia-Pacific,"DE-CIX Johor Bahru",https://www.de-cix.net/en/locations/johor-bahru,Active,20180725,,1.54485,103.63959,4,0,0,0,0.000000,Yes,0000-00-00,3,649,4,177,808,130,,Yes,JHB,190
2319,Colombia,Bogota,"Latin America","PIT Colombia - Bogota",http://www.pitcolombia.net/,Active,20220000,840886,4.70000,-74.13000,70,4000000000,2000000000,0,0.000000,Yes,0000-00-00,1,32,1,18,217,5,,No,BOG2,143
2320,"Saudi Arabia",Jeddah,Europe,"SAIX Saudi Arabia Jeddah",https://www.saix.sa/en/,Active,20230123,,21.67000,39.15000,13,18000000,4000000,0,0.000000,No,0000-00-00,5,426,3,246,578,147,https://www.saix.sa/en/members/member-list/,No,,337
2321,Kenya,Nairobi,Africa,"LINX Nairobi",https://www.linx.net/about/network/linx-nairobi/,Active,20231113,,-1.32000,36.82000,31,12000000,6370000,3900000,0.000000,No,0000-00-00,3,453,3,16,365,30,https://portal.linx.net/members/members-full-list,No,,67
2322,Indonesia,Yogyakarta,Asia-Pacific,"CitranetIX Yogyakarta",https://citraix.net/,Active,20200101,9414,-7.79558,110.36949,51,290250968,193261020,53124618,49.999490,Yes,2026-08-25,9,222,13,73,274,50,https://www.citraix.net/participants.html,Yes,YIA,190
2323,Indonesia,Surakarta,Asia-Pacific,"CitranetIX Surakarta",https://citraix.net/,Active,20200101,8532,-7.55068,110.82832,19,290250968,193259056,53124618,50.000000,Yes,2026-08-25,9,222,21,111,476,50,https://www.citraix.net/participants.html,Yes,YIA,190
2324,"Cape Verde",Praia,Africa,"Associação Cabo Verde Internet Exchange Point",https://cvixp.cv/about-us/,Active,20221129,,14.93300,-23.51330,5,0,0,0,0.000000,No,0000-00-00,1,649,1,59,783,60,https://cvixp.cv/clients/,No,,67
2325,Ukraine,Kyiv,Europe,"1-IX UA",https://1-ix.net/en/,Active,20210000,,50.51482,30.52102,165,0,0,0,0.000000,No,0000-00-00,10,649,3,49,102,240,https://1-ix.net/en/,No,,337
2326,Poland,Warsaw,Europe,"1-IX EU",http://1-ix.net,Active,20220000,,52.23000,21.00000,189,4750000000,2900000000,806000000,0.000000,No,0000-00-00,1,27,6,43,85,10,https://1-ix.eu/#connected_networks,No,,337
2327,Mexico,Querétaro,"Latin America","Querétaro IXP",https://ixp.mx/ixp-qro/,Active,20201001,,20.60248,-100.40274,0,0,0,0,0.000000,No,0000-00-00,6,649,7,142,886,127,,No,,143
2328,"United States","North Kansas City","North America","Great Plains Connect",https://greatplains.io,Active,20230201,,39.14290,-94.57300,25,1500000,1000000,500000,0.000000,No,0000-00-00,66,554,56,64,408,80,https://greatplains.io/members,No,,157
2329,Japan,Fukuoka,Asia-Pacific,"JPIX Fukuoka",https://www.jpix.ad.jp/en/,Active,20220200,,33.58000,130.38000,11,0,0,0,0.000000,No,0000-00-00,15,649,14,145,626,130,https://www.jpix.ad.jp/en/member.php?qso=b&qar=3,No,,190
2332,Honduras,"San Pedro Sula","Latin America","PIT Honduras",https://www.pithonduras.hn,Active,20200101,1315,15.51972,-88.05553,32,20500000,12000000,0,0.000000,Yes,0000-00-00,1,416,1,43,359,82,http://ixp.pithonduras.hn/customer/details,No,SAP,143
2333,Georgia,Tbilisi,Europe,"Internet Exchange Association of Georgia-Tbilisi",https://ixp.ge,Active,20200101,,41.68000,44.95000,18,6030703,2837998,0,73.291100,No,2026-02-26,1,492,1,208,485,180,https://ixp.ge/ge/members/,No,,337
2334,Georgia,Kutaisi,Europe,"Internet Exchange Association of Georgia-Kutaisi",https://ixp.ge,Active,20210901,,42.27180,42.70600,18,1730000,758000,0,0.000000,No,2026-02-26,2,550,1,208,485,207,https://ixp.ge/ge/members/,No,,337
2335,"South Africa",Gqeberha,Africa,"Nelson Mandela Bay Internet Exchange Point",https://www.inx.net.za,Active,20230601,617,-33.95084,25.57413,10,500000,10870,96,0.000000,Yes,2025-10-01,7,587,7,40,649,43,https://portal.inx.net.za/customer/details,No,PLZ,67
2337,Thailand,"Chiang Mai",Asia-Pacific,"BKNIX Chiang Mai",https://bknix.co.th/en/location/cmi/,Active,20200910,2203,18.90629,98.66272,77,741854084,495659385,152592476,49.998370,Yes,2026-08-25,2,151,2,53,199,35,https://bknix.co.th/en/members/cmi/,No,CNX,190
2338,Myanmar,Mandalay,Asia-Pacific,"Myanmar Internet Exchange - Mandalay",https://www.mmix.net.mm,Active,20230600,664,21.95883,96.08910,22,0,0,0,0.000000,Yes,0000-00-00,2,649,1,105,437,130,https://www.mmix.net.mm/members/peeringMembers/,No,,190
2339,Thailand,Bangkok,Asia-Pacific,"BBIX Thailand",https://www.bbix.net/th/,Active,20181010,530135,13.92000,100.60000,49,139000000,67000000,40000000,0.000000,Yes,0000-00-00,5,287,4,77,285,69,https://www.bbix.net/th/participants_list_th/,No,BKK2,190
2342,"Brunei Darussalam",Brunei,Asia-Pacific,"Borneo Internet Exchange",https://unn.com.bn/borneo-ix,Active,20210204,1269,4.53530,114.72770,11,0,0,0,0.000000,Yes,0000-00-00,1,649,1,145,626,130,https://lg.de-cix.net/routeservers/rs1_bwn_ipv4,No,,190
2343,Mexico,Querétaro,"Latin America","PIT MX",http://www.pit.mx/,Active,20230601,37112,20.60248,-100.40274,62,680000000,466000000,50500000,0.000000,Yes,0000-00-00,1,158,1,21,236,39,https://www.pit.mx/nuestros-miembros/,No,QRO,143
2344,Turkey,Edirne,Europe,"TurkIX Internet Exchange",https://www.turkix.com.tr/,Active,20260000,,41.67710,26.55570,31,103065847,41577991,9762569,0.000000,No,2026-08-25,2,309,2,158,365,112,https://turkix.bg/members.html,No,,337
2346,Zambia,Lusaka,Africa,"Lusaka Internet Exchange Point",http://lusakaixp.co.zm,Active,20230901,4711,-15.41639,28.28428,21,3670806,1832266,377222,50.000000,Yes,2026-08-25,1,519,1,28,451,33,https://portal.lskix.net.zm/customer/details,No,LUN,67
2347,India,Mumbai,Asia-Pacific,"Equinix Internet Exchange Mumbai",https://ix.equinix.com/home/,Active,0,2281,19.10935,72.90144,26,1017991,962270,893427,0.000000,Yes,2026-08-25,16,568,15,99,401,121,https://ix.equinix.com/home/locations-and-traffic/,No,BOM2,190
2348,Estonia,Tallinn,Europe,"I Internet Exchange",http://iix.ee,Active,20220208,,59.35000,24.80000,8,0,0,0,0.000000,No,0000-00-00,4,649,3,282,694,240,http://iix.ee,No,,337
2349,Malaysia,Kuching,Asia-Pacific,"Irix Internet Exchange",https://www.irix.my/ix/,Active,20230925,,1.55340,110.35950,2,0,0,0,0.000000,No,0000-00-00,3,649,5,182,866,130,https://www.peeringdb.com/ix/4252,No,,190
2350,Cameroon,Douala,Africa,"Douala Internet Exchange",https://www.douala-ix.net,Active,20211210,,4.03590,9.67176,7,196,52,36,50.000000,No,2026-08-25,3,639,2,51,726,56,https://portal.douala-ix.net/customer/details,No,,67
2351,Singapore,Singapore,Asia-Pacific,"AMS-IX Singapore",https://www.ams-ix.net/sin/,Active,20220511,364062,1.37000,103.98000,14,73255464,38089247,22538695,0.000000,Yes,2026-08-25,5,334,10,126,557,77,https://www.ams-ix.net/sin/connected-networks,No,SIN,190
2353,Singapore,Singapore,Asia-Pacific,"Internet Exchange 42 Singapore",https://ix42.org,Active,20200800,,1.37000,103.98000,22,0,0,0,0.000000,No,0000-00-00,7,649,7,105,437,130,https://ix42.org/members/sg,No,,190
2354,Japan,Tokyo,Asia-Pacific,"INIXP Asia",https://inixp.io/,Active,20231001,,35.55000,139.78000,11,0,0,0,0.000000,Yes,0000-00-00,15,649,14,145,626,130,https://mgr.asia.inixp.io/customer/details,No,NRT2,190
2355,India,Bangalore,Asia-Pacific,"Extreme IX Bangalore",https://extreme-ix.org/,Active,0,16172,12.95000,77.65000,38,586438830,349074164,64466668,50.015720,Yes,2026-08-25,4,175,11,84,332,38,https://extreme-ix.org/members/peers?location=bangalore,No,BLR,190
2356,"United States",Chicago,"North America","DACS-IX Central",http://www.dacs-ix.com,Active,,,41.85000,-87.65000,6,0,0,0,0.000000,No,0000-00-00,78,649,100,120,756,96,https://www.dacs-ix.com/central,No,,157
2357,Paraguay,"Ciudad del Este","Latin America","IX CDE SOCIEDAD ANONIMA",https://ixcde.com.py/inicio/,Active,20231020,9125,-25.49297,-54.81113,39,152454575,85982394,17752531,0.000000,Yes,2026-08-24,1,281,1,38,326,57,https://portal.ixcde.com.py/customer/details,No,AGT,143
2358,Philippines,Manila,Asia-Pacific,"Maharlika Internet Exchange",https://maharlikaix.ph/,Active,20230600,17870,14.58000,120.95000,57,376198103,206332329,55716507,0.000000,Yes,2026-08-25,3,203,3,69,257,44,https://maharlikaix.ph/#members,No,MNL3,190
2359,Indonesia,Jakarta,Asia-Pacific,"Digital Edge EPIX Jakarta",https://www.digitaledgedc.com/products/interconnect,Active,,52249,-6.17444,106.82944,83,0,0,0,0.000000,Yes,0000-00-00,21,649,10,47,188,130,https://www.peeringdb.com/ix/4047,No,JKT2,190
2360,Peru,Trujillo,"Latin America","PIT Trujillo - PIT Peru",https://peruix.net/,Active,20230000,,-8.11599,-79.02998,10,400000000,200000000,0,0.000000,No,0000-00-00,4,199,6,94,649,45,https://www.peeringdb.com/ix/3557,No,,143
2361,Peru,Chiclayo,"Latin America","PIT Chiclayo - PIT Peru",www.pit.net,Active,20230000,,-6.77130,-79.84520,17,600000000,300000000,0,0.000000,No,0000-00-00,2,172,4,67,504,40,https://www.peeringdb.com/ix/3997,No,,143
2362,Peru,Cusco,"Latin America","PIT Cusco - PIT Peru",https://www.peruix.net/,Active,20240000,,-13.52945,-71.96008,5,20000000,9000000,0,0.000000,No,0000-00-00,7,418,9,124,783,83,https://www.peeringdb.com/ix/3998,No,,143
2363,Peru,Piura,"Latin America","PIT Piura - PIT Peru",www.pit.net,Active,20240000,,-5.18931,-80.66646,8,300000000,100000000,0,0.000000,No,0000-00-00,5,218,7,107,694,49,https://www.peeringdb.com/ix/4151,No,,143
2364,Colombia,Cali,"Latin America","PIT Colombia - Cali",https://pitcolombia.net/,Active,20240000,,3.39523,-76.59570,13,600000000,200000000,0,0.000000,No,0000-00-00,2,172,4,77,578,40,,No,,143
2365,Colombia,Medellin,"Latin America","PIT Colombia - Medellin",https://pitcolombia.net/,Active,20240000,,6.17138,-75.42821,11,200000000,100000000,0,0.000000,No,0000-00-00,4,265,5,87,626,54,,No,,143
2366,Colombia,Barranquilla,"Latin America","PIT Colombia - Barranquilla",https://pitcolombia.net/,Active,0,,10.97682,-74.80493,10,200000000,100000000,0,0.000000,No,0000-00-00,4,265,6,94,649,54,,No,,143
2368,Ghana,Accra,Africa,"Accra Internet Exchange",https://www.accra-ix.net/,Active,20230801,,5.60000,-0.17000,26,0,0,0,0.000000,No,0000-00-00,3,649,2,21,401,60,https://www.accra-ix.net/solutions/,No,,67
2369,Italy,Pomezia,Europe,"Southern Italy Internet Exchange",https://www.siix.it/,Active,20220101,,41.66073,12.50281,14,2230000,1730000,940000,0.000000,No,0000-00-00,8,534,10,235,557,200,https://www.siix.it/#members,No,,337
2370,Peru,Huancayo,"Latin America","IX AndeSpark Perú Huancayo",https://andespark-ixp.net/,Active,20241031,8,-12.06193,-75.19354,6,263,6,6,0.000000,Yes,2026-08-25,10,636,8,119,756,126,https://www.portal.andespark-ixp.net/customer/details,No,JAU,143
2371,Malawi,Lilongwe,Africa,"Lilongwe Open and Neutral Internet Exchange",https://www.lionex.org,Active,20230401,,-13.95377,33.79253,7,235,32,20,0.000000,No,2026-08-25,2,638,2,51,726,55,http://ixpmanager.lionex.org/customer/details,No,,67
2372,"Dominican Republic","Santiago de los Caballeros","Latin America","Santiago Internet Exchange",https://stix.do/,Active,20230102,1202,19.34022,-70.61120,39,75870900,38014482,7116876,50.007630,Yes,2026-08-25,2,331,2,38,326,63,https://portal.stix.do/customer/details,No,STI,143
2373,Indonesia,Semarang,Asia-Pacific,"CitranetIX Semarang",https://www.citraix.net/,Active,0,8160,-6.99337,110.42702,11,145125484,96631492,26562309,0.000000,Yes,2026-08-25,12,284,26,145,626,68,https://www.citraix.net/participants.html,No,,190
2374,Venezuela,Caracas,"Latin America","NAP VE Caracas",https://nap.com.ve/,Active,20240909,3198,10.50000,-66.88000,19,300981524,170268164,12510538,50.000000,Yes,2026-08-25,1,217,3,61,476,48,https://ixpmanager.nap.com.ve/customer/details,No,CCS,143
2375,"United States",Brookings,"North America","The South Coast Access Exchange",https://thescax.net,Active,20231108,,42.05750,-124.28639,2,1979716,696336,86880,50.018090,No,2026-08-25,63,541,108,129,783,77,https://thescax.net/members,No,,157
2376,"United States","Grand Rapids","North America","Grand Rapids Internet Exchange",https://www.grr-ix.com,Active,,,42.96111,-85.65556,8,0,0,0,0.000000,No,0000-00-00,78,649,87,106,694,96,https://www.grr-ix.com/#members,No,,157
2377,Ecuador,Quito,"Latin America","PIT Ecuador - Quito",http://www.pit.net,Active,20250000,,-0.15000,-78.48000,14,120000000,50000000,0,0.000000,No,0000-00-00,2,298,2,74,557,60,https://pit.net/miembrospit/,No,,143
2378,Mexico,Guadalajara,"Latin America",IXGDL,https://www.gdlix.mx/,Active,20230301,,20.67000,-103.38000,4,0,0,0,0.000000,No,0000-00-00,6,649,6,130,808,127,https://www.gdlix.mx/#members-section,No,,143
2379,Guatemala,Guatemala,"Latin America","PIT Guatemala - Punto de Intercambio de Tráfico Neutral de Guatemala",https://pit.gt/,Active,20230000,5692,14.58000,-90.52000,32,700000000,300000000,0,0.000000,Yes,0000-00-00,1,154,1,43,359,38,,No,GUA2,143
2380,"Dominican Republic","Santiago de los Caballeros","Latin America","Punto de Intercambio de Trafico Dominicano",https://pitdominicano.com,Active,20200914,,19.34022,-70.61120,44,1605366464,901728492,165865532,49.996840,No,2026-08-25,1,103,1,36,309,33,https://portal.pitdominicano.com/customer/details,No,,143
2381,Guam,Tamuning,Asia-Pacific,"Guam IX",https://ix.gu,Active,20240815,1068,13.49664,144.79030,14,206178628,130481310,51982600,50.000000,Yes,2026-08-25,1,254,1,126,557,60,https://ix.gu/peering,No,,190
2382,Germany,Dresden,Europe,"Dresden Internet Exchange",https://dd-ix.net,Active,20241128,72794,51.13000,13.78000,12,8036300,4697338,1700876,49.972300,Yes,2026-08-25,20,475,26,255,603,171,https://portal.dd-ix.net/customer/details,No,DRS,337
2383,Greece,Thessaloniki,Europe,"Free IX Greece",https://free-ix.gr,Active,20240400,,40.62125,22.91101,12,1400260,691186,308530,0.000000,No,2026-08-25,5,555,8,255,603,208,https://ixpmanager.free-ix.gr/customer/details,No,,337
2384,Greece,Thessaloniki,Europe,"NetIX Greece",https://www.netix.net/peering-services/netixs-regional-ixps,Active,20160100,566269,40.62125,22.91101,256,6690000000,4830000000,3600000000,0.000000,Yes,0000-00-00,1,21,1,26,52,7,https://www.netix.net/members#netix-peering-members,No,SKG,337
2385,Indonesia,Depok,Asia-Pacific,"Alien Internet Exchange",https://area31.id/,Active,20240801,22646,-6.40250,106.79420,382,609545400,226035743,62205927,0.000000,Yes,2026-08-25,6,169,4,5,26,37,http://aix.area31.id/customer/details,No,,190
2386,"Saudi Arabia",Jeddah,Europe,"Equinix Internet Exchange Jeddah",https://ix.equinix.com/home/,Active,20230500,,21.67000,39.15000,5,86477600,86385568,86293534,50.000000,No,2026-08-25,4,322,4,301,783,118,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,,337
2387,"Saudi Arabia",Riyadh,Europe,"Riyadh IX",https://www.linx.net/news/new-ixp-for-riyadh-goes-live/,Active,20240610,,24.72000,46.72000,5,768000000,277000000,202000000,0.000000,No,0000-00-00,1,148,4,301,783,47,https://portal.linx.net/members,No,,337
2388,Turkey,Istanbul,Europe,"GIBIR Internet Exchange",https://ix.gibir.net.tr/en,Active,,,40.97000,28.82000,29,0,0,0,0.000000,No,0000-00-00,3,649,3,165,380,240,https://ix.gibir.net.tr/en/members,No,,337
2389,Oman,Muscat,Europe,Oman-IX,https://om-ix.com,Active,20231201,,23.58000,58.28000,9,0,0,0,0.000000,No,0000-00-00,2,649,2,274,671,240,https://www.peeringdb.com/ix/4371,No,MCT,337
2390,Pakistan,Karachi,Asia-Pacific,"Pakistan Internet Exchange (PIE) Karachi",https://www.de-cix.net/en/locations/karachi,Active,20240129,,24.90000,67.13000,12,0,0,0,0.000000,No,0000-00-00,1,649,4,137,603,130,https://www.de-cix.net/en/locations/karachi/connected-networks,No,,190
2391,Netherlands,Amsterdam,Europe,"North Sea Internet Exchange",https://ns-ix.net,Active,20241101,,52.30000,4.77000,22,206178628,130481310,51982600,50.000000,No,2026-08-25,10,254,16,183,437,88,https://ixpmanager.nsix.net/customer/details,No,,337
2392,Indonesia,"Jakarta Selatan",Asia-Pacific,"Indonesia Local Exchange",https://ilixchange.com,Active,20240909,,-6.24740,106.80610,62,349626854,215173412,48293599,0.000000,No,2026-08-25,8,211,12,62,236,48,https://ilixchange.com/partisipan,No,,190
2393,Ukraine,Kiev,Europe,RUDAKI-IX,https://www.rudaki-ix.net/,Active,20211118,,50.40000,30.45000,42,0,0,0,0.000000,No,0000-00-00,10,649,7,140,320,240,https://www.rudaki-ix.net/members/,No,,337
2394,Poland,Gdansk,Europe,POMIX,https://pomix.pl,Active,20240501,,54.35200,18.64660,14,0,0,0,0.000000,No,0000-00-00,10,649,13,235,557,240,https://en.pomix.pl/#members,No,,337
2395,China,Shanghai,Asia-Pacific,"National (Shanghai) New-Type Internet Exchange Point",https://www.shixp.cn,Active,20211220,,31.40000,121.47000,20,1240000000,994000000,626000000,0.000000,No,0000-00-00,5,119,6,108,463,27,https://www.shixp.cn/switch/linkNet,No,,190
2396,"United States",Boise,"North America","Idaho Internet Exchange",https://www.idahoix.net/,Active,20230101,,43.61500,-116.20230,5,0,0,0,0.000000,No,0000-00-00,78,649,108,129,783,96,https://portal.idahoix.net/customer/details,No,,157
2397,"United States",Tucson,"North America","Tucson Internet Exchange",https://tusix.net,Active,20230100,,32.21609,-110.97099,7,0,0,0,0.000000,No,0000-00-00,78,649,94,114,726,96,https://portal.tusix.net/customer/details,No,,157
2398,Mexico,Monterrey,"Latin America","NIX Monterrey",https://www.nixnetwork.mx/,Active,,,25.87000,-100.20000,10,8536805,5839748,1361573,0.000000,No,2026-08-25,3,471,4,94,649,99,https://portal.nixnetwork.mx/customer/details,No,,143
2399,Chile,"Punta Arenas","Latin America","Patagonia IX",https://patagoniaix.cl/,Active,20250228,,-53.16340,-70.90780,6,39200,4340,1960,0.000000,No,0000-00-00,3,619,4,119,756,122,https://patagoniaix.cl/miembros,No,,143
2401,"Sri Lanka",Colombo,Asia-Pacific,"Colocix Internet Exchange",https://colocix.com/,Active,20120000,,6.90000,79.87000,7,0,0,0,0.000000,No,0000-00-00,1,649,1,162,726,130,https://www.peeringdb.com/ix/4605,No,,190
2402,France,Paris,Europe,"Nine IX",https://nine-ix.net,Active,0,,48.80000,2.33000,149,244000000,148,121,0.000000,No,0000-00-00,4,237,3,53,112,80,https://nine-ix.net/members,No,,337
2404,"United States","Salt Lake City","North America","Mountain West Internet Exchange",https://www.mwestix.net/,Active,,,40.77000,-111.90000,0,0,0,0,0.000000,No,0000-00-00,78,649,133,156,886,96,,No,,157
2405,"United States",Utah,"North America","Mountain West Internet Exchange",https://www.mwestix.net,Active,,,-111.09373,39.32098,0,0,0,0,0.000000,No,0000-00-00,78,649,133,156,886,96,,No,,157
2406,"Sierra Leone",Freetown,Africa,"Michcom Internet Exchange Point",https://www.michcom-ix.net,Active,20250000,,8.47500,-13.25100,15,0,0,0,0.000000,No,0000-00-00,1,649,1,33,544,60,https://www.michcom-ix.net/#members,No,,67
2407,Lebanon,Beirut,Europe,"OpenIX Beirut",https://openix.ong/beirut,Active,20250513,,33.82000,35.48000,45,5130000,4260000,1370000,0.000000,No,0000-00-00,1,503,1,132,302,187,https://manager.openix.ong/customer/details,No,,337
2408,"United States",Indianapolis,"North America","Indianapolis Internet Exchange",https://indyix.com/,Active,20250401,,39.77511,-86.10947,8,3709974,1286825,349690,50.040060,No,2026-08-25,57,518,87,106,694,70,https://ixp.indyix.com/customer/details,No,,157
2409,Ghana,Accra,Africa,"London Internet Exchange - Accra",https://www.linx.net/about/network/linx-accra/,Active,20250703,,5.60000,-0.17000,6,790137,63409,3430,0.000000,No,0000-00-00,2,577,3,55,756,40,https://portal.linx.net/members,No,,67
2410,"United States",Phoenix,"North America","DE-CIX Phoenix",https://www.de-cix.net/en/locations/phoenix,Active,20220300,518435,33.45070,-112.06840,40,89121554,89091350,89061147,0.000000,Yes,2026-08-25,38,320,44,50,322,46,https://www.de-cix.net/en/locations/phoenix/connected-networks,No,,157
2411,Tuvalu,Funafuti,Asia-Pacific,"Tuvalu Telecommunications Corporation",www.tuvalutelecom.tv,Active,,187,-8.51670,179.19980,0,0,0,0,0.000000,Yes,0000-00-00,1,649,1,189,886,130,,No,,190
2412,Argentina,"Buenos Aires","Latin America","PIT Buenos Aires - PIT Argentina",http://www.pit.net.ar/,Active,20250000,,-34.57000,-58.42000,18,500000000,200000000,0,0.000000,No,0000-00-00,27,189,6,63,485,44,,No,,143
2413,"United States","Mount Pleasant","North America","Central Michigan Internet Exchange",https://www.cm-ix.com,Active,20240000,,43.59774,-84.76861,12,0,0,0,0.000000,No,0000-00-00,78,649,77,94,603,96,https://www.cm-ix.com,No,,157
2415,Canada,Toronto,"North America","Ontario Internet Exchange",https://www.onix.cx,Active,20221227,514936,43.67000,-79.40000,199,206178628,130481310,51982600,50.000000,Yes,2026-08-25,6,254,2,10,78,38,https://www.onix.cx/?page=members,No,,157
2416,Indonesia,Jakarta,Asia-Pacific,"cloudXchange Jakarta",https://cloudxchange.id/,Active,20190000,,-6.17444,106.82944,207,66000000,45000000,1000000,0.000000,No,2026-08-25,14,341,6,18,73,82,https://cloudxchange.id/participants,No,,190
2417,Indonesia,Surabaya,Asia-Pacific,"cloudXchange Surabaya",https://cloudxchange.id/,Active,0,,-7.24917,112.75083,8,0,0,0,0.000000,No,0000-00-00,21,649,27,156,694,130,https://cloudxchange.id/participants,No,,190
2418,Ireland,Dublin,Europe,"Internet Neutral Exchange Association CLG - LAN2",https://www.inex.ie/,Active,,,53.33000,-6.25000,115,582673704,399552567,172368832,49.994550,No,2026-08-25,2,176,2,64,138,60,https://www.inex.ie/about-us/inex-members/,No,,337
2419,Peru,Huancayo,"Latin America","PIT Huancayo - PIT Peru",https://peruix.net/,Active,20250000,,-12.06193,-75.19354,4,10000000,4000000,0,0.000000,No,0000-00-00,8,462,10,130,808,96,https://www.peeringdb.com/ix/4152,No,,143
2421,Poland,Poznan,Europe,EPIX.Poznan,https://www.epix.net.pl/,Active,20200000,,52.42000,16.83000,34,46000000,0,0,0.000000,No,0000-00-00,9,363,10,152,350,129,https://www.epix.net.pl/o-epix/uczestnicy/,No,,337
2422,"South Korea",Seoul,Asia-Pacific,"Packet IX",https://packetix.io/,Active,20250000,,37.50000,126.93000,9,206178628,130481310,51982600,50.000000,No,2026-08-25,2,254,4,152,671,60,https://portal.packetix.io/customer/details,No,,190
2423,Tajikistan,Dushanbe,Asia-Pacific,"TojikTelecom - IXP",https://tj-ix.tj/en/,Active,20250000,,38.56967,68.77498,11,60000000,0,0,0.000000,No,0000-00-00,1,346,1,145,626,84,https://tj-ix.tj/en/,No,,190
2424,Philippines,Manila,Asia-Pacific,"Digital Edge EPIX Philippines",https://www.digitaledgedc.com/,Active,20240925,,14.58000,120.95000,2,0,0,0,0.000000,No,0000-00-00,7,649,7,182,866,130,,No,,190
2425,Australia,Brisbane,Asia-Pacific,"Edge Internet Exchange - Brisbane",https://www.edgeix.net/,Active,20191200,,-27.38000,153.10001,56,405142050,241800142,109510828,50.000000,No,2026-08-25,7,198,14,70,260,43,https://www.edgeix.net/who-is-peering/,No,,190
2426,"New Zealand",Auckland,Asia-Pacific,"Edge Internet Exchange - Auckland",https://www.edgeix.net/,Active,20230800,,-37.02000,174.80000,62,218692864,112266472,54921053,0.000000,No,2026-08-25,2,249,5,62,236,56,https://www.edgeix.net/who-is-peering/,No,,190
2427,Indonesia,Jakarta,Asia-Pacific,"EdgeNXT Internet Exchange",https://edgenxt.com/,Active,,,-6.17444,106.82944,130,191201359,103157345,45720488,0.000000,No,2026-07-20,11,270,8,31,124,63,https://care.edgenxt.com/customer/details,No,,190
2428,Indonesia,Batam,Asia-Pacific,"Omni Internet Exchange",https://omnidc.co.id/,Active,,,0.83784,103.77291,44,72414555,27542602,92335,0.000000,Yes,2026-08-25,13,336,16,81,309,79,https://console.omni-ix.com/customer/details,Yes,JKT,190
2429,"United Kingdom",Birmingham,Europe,"Edge Internet Exchange - Birmingham",https://www.ixbirmingham.net/,Active,20230000,,52.47707,-1.85608,3,0,0,0,0.000000,No,0000-00-00,11,649,15,319,839,240,https://www.ixbirmingham.net/members,No,,337
2430,"United Kingdom",London,Europe,"LINX LON2",https://www.linx.net/,Active,,,51.48000,-0.45000,301,620000000,484000000,350980000,0.000000,No,0000-00-00,3,166,3,20,37,58,https://portal.linx.net/members/members-full-list,No,,337
2431,Spain,Madrid,Europe,"IXPlay Global Peers",https://ixplay.global,Active,,,40.43000,-3.70000,62,0,0,0,0.000000,No,0000-00-00,8,649,3,104,236,240,https://www.peeringdb.com/ix/3149,No,,337
2432,"United States","New York","North America","DACS-IX North",https://www.dacs-ix.com/,Active,,,40.75000,-74.00000,3,0,0,0,0.000000,No,0000-00-00,78,649,123,145,839,96,https://www.dacs-ix.com/north,No,,157
2433,Germany,Nuremberg,Europe,frankonIX,https://frankonix.de/,Active,20240700,,49.50000,11.08000,31,0,0,0,0.000000,No,0000-00-00,21,649,21,158,365,240,https://frankonix.de/#members,No,,337
2434,India,Pune,Asia-Pacific,"Extreme IX Pune",https://extreme-ix.org/eix/pune,Active,20190700,,18.53333,73.86667,7,122722560,69475099,6359164,50.000540,No,2026-08-25,6,296,24,162,726,71,https://extreme-ix.org/members/peers?location=pune,No,,190
2435,"Saint Martin",Marigot,"Latin America","Saint-Martin Internet Exchange",https://www.smart-ix.fr/,Active,20221021,,18.06685,-63.08489,6,0,0,0,0.000000,No,0000-00-00,1,649,1,119,756,127,https://www.smart-ix.fr/participants,No,,143
2436,"United States",Chicago,"North America","FD-IX - Chicago",https://www.fd-ix.com/,Active,20220000,,41.85000,-87.65000,4,0,0,0,0.000000,No,0000-00-00,78,649,116,137,808,96,https://www.fd-ix.com/locations/chicago/,No,,157
2437,"United States","St. Louis","North America","FD-IX - St. Louis",https://www.fd-ix.com/,Active,20250000,,38.58000,-90.20000,15,0,0,0,0.000000,No,0000-00-00,78,649,72,88,544,96,https://www.fd-ix.com/locations/stlouis/,No,,157
2439,"United States",Amarillo,"North America","FD-IX - Amarillo",https://www.fd-ix.com/,Active,20240900,,-101.83163,35.20570,4,0,0,0,0.000000,No,0000-00-00,78,649,116,137,808,96,https://www.fd-ix.com/locations/amarillo/,No,,157
